data,catalyst,catalyst content,promote,promote content,preparation method, calcTemperature,calc Time,red Temperature,red Time,red H2,support1,support1_content,support2,support2_content,react Temperature,reac CH4,reac CO2,reac1,reac1_content,GHSV ,Time on stream,CH4 Conversion
3307,Ce,5.7,Ni,15,Sequential impregnation,500,4,600,4,100,Nanocrystalline MgO,1,0,0,700,66.66666667,33.33333333,NULL,0,5,150,45.7825
3308,Ce,5.7,Ni,15,Sequential impregnation,500,4,600,4,100,Nanocrystalline MgO,1,0,0,700,66.66666667,33.33333333,NULL,0,5,180,45.4642
3309,Ce,5.7,Ni,15,Sequential impregnation,500,4,600,4,100,Nanocrystalline MgO,1,0,0,700,66.66666667,33.33333333,NULL,0,5,210,45.305
3310,Ce,5.7,Ni,15,Sequential impregnation,500,4,600,4,100,Nanocrystalline MgO,1,0,0,700,66.66666667,33.33333333,NULL,0,5,240,44.5093
3311,Ce,5.7,Ni,15,Sequential impregnation,500,4,600,4,100,Nanocrystalline MgO,1,0,0,700,66.66666667,33.33333333,NULL,0,5,270,44.8276
3312,Ce,5.7,Ni,15,Sequential impregnation,500,4,600,4,100,Nanocrystalline MgO,1,0,0,700,66.66666667,33.33333333,NULL,0,5,300,44.3501
3313,Ce,5.7,Ni,10,Sequential impregnation,500,4,600,4,100,Nanocrystalline MgO,1,0,0,700,80,20,NULL,0,5,30,28.004
3314,Ce,5.7,Ni,10,Sequential impregnation,500,4,600,4,100,Nanocrystalline MgO,1,0,0,700,66.66666667,33.33333333,NULL,0,5,30,45.0465
3315,Ce,5.7,Ni,10,Sequential impregnation,500,4,600,4,100,Nanocrystalline MgO,1,0,0,700,57.14285714,42.85714286,NULL,0,5,30,54.2592
3316,Ce,5.7,Ni,10,Sequential impregnation,500,4,600,4,100,Nanocrystalline MgO,1,0,0,700,50,50,NULL,0,5,30,61.0892
3317,Ce,5.7,Ni,10,Sequential impregnation,500,4,600,4,100,Nanocrystalline MgO,1,0,0,700,40,60,NULL,0,5,30,78.3228
3318,Ce,5.7,Ni,10,Sequential impregnation,500,4,600,4,100,Nanocrystalline MgO,1,0,0,700,33.33333333,66.66666667,NULL,0,5,30,93.3446
3319,Ce,5.7,Ni,10,Sequential impregnation,500,4,600,4,100,Nanocrystalline MgO,1,0,0,700,66.66666667,33.33333333,NULL,0,10,30,69.2057
3320,Ce,5.7,Ni,10,Sequential impregnation,500,4,600,4,100,Nanocrystalline MgO,1,0,0,700,66.66666667,33.33333333,NULL,0,6.666666667,30,53.0956
3321,Ce,5.7,Ni,10,Sequential impregnation,500,4,600,4,100,Nanocrystalline MgO,1,0,0,700,66.66666667,33.33333333,NULL,0,5,30,47.0492
3322,Ce,5.7,Ni,10,Sequential impregnation,500,4,600,4,100,Nanocrystalline MgO,1,0,0,700,66.66666667,33.33333333,NULL,0,4,30,41.0031
3323,Ce,5.7,Ni,10,Sequential impregnation,500,4,600,4,100,Nanocrystalline MgO,1,0,0,700,66.66666667,33.33333333,NULL,0,3.333333333,30,34.9571
3324,La,5.116076361,Ni,10,Incipient to wetness impregnation,750,2,800,3,100,Al2O3(Gamma),1,0,0,800,50,50,NULL,0,10,60,85.7456
3325,La,5.116076361,Ni,10,Incipient to wetness impregnation,750,2,800,3,100,Al2O3(Gamma),1,0,0,800,50,50,NULL,0,10,120,84.8684
3326,La,5.116076361,Ni,10,Incipient to wetness impregnation,750,2,800,3,100,Al2O3(Gamma),1,0,0,800,50,50,NULL,0,10,180,84.6491
3327,La,5.116076361,Ni,10,Incipient to wetness impregnation,750,2,800,3,100,Al2O3(Gamma),1,0,0,800,50,50,NULL,0,10,240,84.4298
3328,La,5.116076361,Ni,10,Incipient to wetness impregnation,750,2,800,3,100,Al2O3(Gamma),1,0,0,800,50,50,NULL,0,10,300,83.7719
3329,La,5.116076361,Ni,10,Incipient to wetness impregnation,750,2,800,3,100,Al2O3(Gamma),1,0,0,800,50,50,NULL,0,10,360,83.114
3330,La,5.116076361,Ni,10,Incipient to wetness impregnation,750,2,800,3,100,Al2O3(Gamma),1,0,0,800,50,50,NULL,0,10,420,82.0175
3331,La,5.116076361,Ni,10,Incipient to wetness impregnation,750,2,800,3,100,Al2O3(Gamma),1,0,0,800,50,50,NULL,0,10,480,82.2368
3332,La,5.116076361,Ni,10,Incipient to wetness impregnation,750,2,800,3,100,Al2O3(Gamma),1,0,0,800,50,50,NULL,0,10,540,82.0175
3333,La,5.116076361,Ni,10,Incipient to wetness impregnation,750,2,800,3,100,Al2O3(Gamma),1,0,0,800,50,50,NULL,0,10,600,82.4561
3334,La,5.116076361,Ni,10,Incipient to wetness impregnation,750,2,800,3,100,Al2O3(Gamma),1,0,0,800,50,50,NULL,0,10,660,82.2368
3335,La,5.116076361,Ni,10,Incipient to wetness impregnation,750,2,800,3,100,Al2O3(Gamma),1,0,0,800,50,50,NULL,0,10,720,81.7982
3336,La,5.116076361,Ni,10,Incipient to wetness impregnation,750,2,800,3,100,Al2O3(Gamma),1,0,0,800,50,50,NULL,0,10,780,81.1404
3337,La,5.116076361,Ni,10,Incipient to wetness impregnation,750,2,800,3,100,Al2O3(Gamma),1,0,0,800,50,50,NULL,0,10,840,82.2368
3338,La,5.116076361,Ni,10,Incipient to wetness impregnation,750,2,800,3,100,Al2O3(Gamma),1,0,0,800,50,50,NULL,0,10,900,82.4561
3339,La,5.116076361,Ni,10,Incipient to wetness impregnation,750,2,800,3,100,Al2O3(Gamma),1,0,0,800,50,50,NULL,0,10,960,83.114
3340,La,5.116076361,Ni,10,Incipient to wetness impregnation,750,2,800,3,100,Al2O3(Gamma),1,0,0,800,50,50,NULL,0,10,1020,83.5526
3341,La,5.116076361,Ni,10,Incipient to wetness impregnation,750,2,800,3,100,Al2O3(Gamma),1,0,0,800,50,50,NULL,0,10,1080,84.2105
3342,La,5.116076361,Ni,10,Incipient to wetness impregnation,750,2,800,3,100,Al2O3(Gamma),1,0,0,800,50,50,NULL,0,10,1140,85.0877
3343,La,5.116076361,Ni,10,Incipient to wetness impregnation,750,2,800,3,100,Al2O3(Gamma),1,0,0,800,50,50,NULL,0,10,1200,85.5263
3344,La,5.116076361,Ni,10,Incipient to wetness impregnation,750,2,800,3,100,Al2O3(Gamma),1,0,0,800,50,50,NULL,0,10,1260,85.307
3345,La,5.116076361,Ni,10,Incipient to wetness impregnation,750,2,800,3,100,Al2O3(Gamma),1,0,0,800,50,50,NULL,0,10,1320,85.307
3346,La,5.116076361,Ni,10,Incipient to wetness impregnation,750,2,800,3,100,Al2O3(Gamma),1,0,0,800,50,50,NULL,0,10,1380,85.9649
3347,La,5.116076361,Ni,10,Incipient to wetness impregnation,750,2,800,3,100,Al2O3(Gamma),1,0,0,800,50,50,NULL,0,10,1440,85.9649
3348,La,5.116076361,Ni,10,Incipient to wetness impregnation,750,2,800,3,100,Al2O3(Gamma),1,0,0,800,50,50,NULL,0,10,1500,86.6228
3349,La,5.116076361,Ni,10,Incipient to wetness impregnation,750,2,800,3,100,Al2O3(Gamma),1,0,0,800,50,50,NULL,0,10,1560,86.4035
3350,La,5.116076361,Ni,10,Incipient to wetness impregnation,750,2,800,3,100,Al2O3(Gamma),1,0,0,800,50,50,NULL,0,10,1620,85.9649
3351,La,5.116076361,Ni,10,Incipient to wetness impregnation,750,2,800,3,100,Al2O3(Gamma),1,0,0,800,50,50,NULL,0,10,1680,86.1842
3352,La,5.116076361,Ni,10,Incipient to wetness impregnation,750,2,800,3,100,Al2O3(Gamma),1,0,0,800,50,50,NULL,0,10,1740,86.8421
3353,La,5.116076361,Ni,10,Incipient to wetness impregnation,750,2,800,3,100,Al2O3(Gamma),1,0,0,800,50,50,NULL,0,10,1800,87.2807
3354,Co,3,La,5.116076361,Incipient to wetness impregnation,750,2,800,3,100,Al2O3(Gamma),1,0,0,800,50,50,NULL,0,10,60,84.8684
3355,Co,3,La,5.116076361,Incipient to wetness impregnation,750,2,800,3,100,Al2O3(Gamma),1,0,0,800,50,50,NULL,0,10,120,85.5263
3356,Co,3,La,5.116076361,Incipient to wetness impregnation,750,2,800,3,100,Al2O3(Gamma),1,0,0,800,50,50,NULL,0,10,180,85.7456
3357,Co,3,La,5.116076361,Incipient to wetness impregnation,750,2,800,3,100,Al2O3(Gamma),1,0,0,800,50,50,NULL,0,10,240,85.5263
3358,Co,3,La,5.116076361,Incipient to wetness impregnation,750,2,800,3,100,Al2O3(Gamma),1,0,0,800,50,50,NULL,0,10,300,85.7456
3359,Co,3,La,5.116076361,Incipient to wetness impregnation,750,2,800,3,100,Al2O3(Gamma),1,0,0,800,50,50,NULL,0,10,360,86.4035
3360,Co,3,La,5.116076361,Incipient to wetness impregnation,750,2,800,3,100,Al2O3(Gamma),1,0,0,800,50,50,NULL,0,10,420,86.4035
3361,Co,3,La,5.116076361,Incipient to wetness impregnation,750,2,800,3,100,Al2O3(Gamma),1,0,0,800,50,50,NULL,0,10,480,86.6228
3362,Co,3,La,5.116076361,Incipient to wetness impregnation,750,2,800,3,100,Al2O3(Gamma),1,0,0,800,50,50,NULL,0,10,540,87.2807
3363,Co,3,La,5.116076361,Incipient to wetness impregnation,750,2,800,3,100,Al2O3(Gamma),1,0,0,800,50,50,NULL,0,10,600,87.2807
3364,Co,3,La,5.116076361,Incipient to wetness impregnation,750,2,800,3,100,Al2O3(Gamma),1,0,0,800,50,50,NULL,0,10,660,87.2807
3365,Co,3,La,5.116076361,Incipient to wetness impregnation,750,2,800,3,100,Al2O3(Gamma),1,0,0,800,50,50,NULL,0,10,720,87.7193
3366,Co,3,La,5.116076361,Incipient to wetness impregnation,750,2,800,3,100,Al2O3(Gamma),1,0,0,800,50,50,NULL,0,10,780,88.1579
3367,Co,3,La,5.116076361,Incipient to wetness impregnation,750,2,800,3,100,Al2O3(Gamma),1,0,0,800,50,50,NULL,0,10,840,87.2807
3368,Co,3,La,5.116076361,Incipient to wetness impregnation,750,2,800,3,100,Al2O3(Gamma),1,0,0,800,50,50,NULL,0,10,900,87.5
3369,Co,3,La,5.116076361,Incipient to wetness impregnation,750,2,800,3,100,Al2O3(Gamma),1,0,0,800,50,50,NULL,0,10,960,87.9386
3370,Co,3,La,5.116076361,Incipient to wetness impregnation,750,2,800,3,100,Al2O3(Gamma),1,0,0,800,50,50,NULL,0,10,1020,87.9386
3371,Co,3,La,5.116076361,Incipient to wetness impregnation,750,2,800,3,100,Al2O3(Gamma),1,0,0,800,50,50,NULL,0,10,1080,87.9386
3372,Co,3,La,5.116076361,Incipient to wetness impregnation,750,2,800,3,100,Al2O3(Gamma),1,0,0,800,50,50,NULL,0,10,1140,88.3772
3373,Co,3,La,5.116076361,Incipient to wetness impregnation,750,2,800,3,100,Al2O3(Gamma),1,0,0,800,50,50,NULL,0,10,1200,88.1579
3374,Co,3,La,5.116076361,Incipient to wetness impregnation,750,2,800,3,100,Al2O3(Gamma),1,0,0,800,50,50,NULL,0,10,1260,88.3772
3375,Co,3,La,5.116076361,Incipient to wetness impregnation,750,2,800,3,100,Al2O3(Gamma),1,0,0,800,50,50,NULL,0,10,1320,89.0351
3376,Co,3,La,5.116076361,Incipient to wetness impregnation,750,2,800,3,100,Al2O3(Gamma),1,0,0,800,50,50,NULL,0,10,1380,88.5965
3377,Co,3,La,5.116076361,Incipient to wetness impregnation,750,2,800,3,100,Al2O3(Gamma),1,0,0,800,50,50,NULL,0,10,1440,88.5965
3378,Co,3,La,5.116076361,Incipient to wetness impregnation,750,2,800,3,100,Al2O3(Gamma),1,0,0,800,50,50,NULL,0,10,1500,89.0351
3379,Co,3,La,5.116076361,Incipient to wetness impregnation,750,2,800,3,100,Al2O3(Gamma),1,0,0,800,50,50,NULL,0,10,1560,89.693
3380,Co,3,La,5.116076361,Incipient to wetness impregnation,750,2,800,3,100,Al2O3(Gamma),1,0,0,800,50,50,NULL,0,10,1620,89.2544
3381,Co,3,La,5.116076361,Incipient to wetness impregnation,750,2,800,3,100,Al2O3(Gamma),1,0,0,800,50,50,NULL,0,10,1680,89.693
3382,Co,3,La,5.116076361,Incipient to wetness impregnation,750,2,800,3,100,Al2O3(Gamma),1,0,0,800,50,50,NULL,0,10,1740,90.1316
3383,Co,3,La,5.116076361,Incipient to wetness impregnation,750,2,800,3,100,Al2O3(Gamma),1,0,0,800,50,50,NULL,0,10,1800,89.693
3384,Co,5,La,5.116076361,Incipient to wetness impregnation,750,2,800,3,100,Al2O3(Gamma),1,0,0,800,50,50,NULL,0,10,60,83.114
3385,Co,5,La,5.116076361,Incipient to wetness impregnation,750,2,800,3,100,Al2O3(Gamma),1,0,0,800,50,50,NULL,0,10,120,83.5526
3386,Co,5,La,5.116076361,Incipient to wetness impregnation,750,2,800,3,100,Al2O3(Gamma),1,0,0,800,50,50,NULL,0,10,180,83.9912
3387,Co,5,La,5.116076361,Incipient to wetness impregnation,750,2,800,3,100,Al2O3(Gamma),1,0,0,800,50,50,NULL,0,10,240,83.3333
3388,Co,5,La,5.116076361,Incipient to wetness impregnation,750,2,800,3,100,Al2O3(Gamma),1,0,0,800,50,50,NULL,0,10,300,83.5526
3389,Co,5,La,5.116076361,Incipient to wetness impregnation,750,2,800,3,100,Al2O3(Gamma),1,0,0,800,50,50,NULL,0,10,360,83.114
3390,Co,5,La,5.116076361,Incipient to wetness impregnation,750,2,800,3,100,Al2O3(Gamma),1,0,0,800,50,50,NULL,0,10,420,83.3333
3391,Co,5,La,5.116076361,Incipient to wetness impregnation,750,2,800,3,100,Al2O3(Gamma),1,0,0,800,50,50,NULL,0,10,480,82.6754
3392,Co,5,La,5.116076361,Incipient to wetness impregnation,750,2,800,3,100,Al2O3(Gamma),1,0,0,800,50,50,NULL,0,10,540,82.4561
3393,Co,5,La,5.116076361,Incipient to wetness impregnation,750,2,800,3,100,Al2O3(Gamma),1,0,0,800,50,50,NULL,0,10,600,82.0175
3394,Co,5,La,5.116076361,Incipient to wetness impregnation,750,2,800,3,100,Al2O3(Gamma),1,0,0,800,50,50,NULL,0,10,660,81.7982
3395,Co,5,La,5.116076361,Incipient to wetness impregnation,750,2,800,3,100,Al2O3(Gamma),1,0,0,800,50,50,NULL,0,10,720,80.2632
3396,Co,5,La,5.116076361,Incipient to wetness impregnation,750,2,800,3,100,Al2O3(Gamma),1,0,0,800,50,50,NULL,0,10,780,78.5088
3397,Co,5,La,5.116076361,Incipient to wetness impregnation,750,2,800,3,100,Al2O3(Gamma),1,0,0,800,50,50,NULL,0,10,840,78.0702
3398,Co,5,La,5.116076361,Incipient to wetness impregnation,750,2,800,3,100,Al2O3(Gamma),1,0,0,800,50,50,NULL,0,10,900,77.6316
3399,Co,5,La,5.116076361,Incipient to wetness impregnation,750,2,800,3,100,Al2O3(Gamma),1,0,0,800,50,50,NULL,0,10,960,78.9474
3400,Co,5,La,5.116076361,Incipient to wetness impregnation,750,2,800,3,100,Al2O3(Gamma),1,0,0,800,50,50,NULL,0,10,1020,79.1667
3401,Co,5,La,5.116076361,Incipient to wetness impregnation,750,2,800,3,100,Al2O3(Gamma),1,0,0,800,50,50,NULL,0,10,1080,79.8246
3402,Co,5,La,5.116076361,Incipient to wetness impregnation,750,2,800,3,100,Al2O3(Gamma),1,0,0,800,50,50,NULL,0,10,1140,80.4825
3403,Co,5,La,5.116076361,Incipient to wetness impregnation,750,2,800,3,100,Al2O3(Gamma),1,0,0,800,50,50,NULL,0,10,1200,80.9211
3404,Co,5,La,5.116076361,Incipient to wetness impregnation,750,2,800,3,100,Al2O3(Gamma),1,0,0,800,50,50,NULL,0,10,1260,82.0175
3405,Co,5,La,5.116076361,Incipient to wetness impregnation,750,2,800,3,100,Al2O3(Gamma),1,0,0,800,50,50,NULL,0,10,1320,82.0175
3406,Co,5,La,5.116076361,Incipient to wetness impregnation,750,2,800,3,100,Al2O3(Gamma),1,0,0,800,50,50,NULL,0,10,1380,82.6754
3407,Co,5,La,5.116076361,Incipient to wetness impregnation,750,2,800,3,100,Al2O3(Gamma),1,0,0,800,50,50,NULL,0,10,1440,80.4825
3408,Co,5,La,5.116076361,Incipient to wetness impregnation,750,2,800,3,100,Al2O3(Gamma),1,0,0,800,50,50,NULL,0,10,1500,80.0439
3409,Co,5,La,5.116076361,Incipient to wetness impregnation,750,2,800,3,100,Al2O3(Gamma),1,0,0,800,50,50,NULL,0,10,1560,80.2632
3410,Co,5,La,5.116076361,Incipient to wetness impregnation,750,2,800,3,100,Al2O3(Gamma),1,0,0,800,50,50,NULL,0,10,1620,80.9211
3411,Co,5,La,5.116076361,Incipient to wetness impregnation,750,2,800,3,100,Al2O3(Gamma),1,0,0,800,50,50,NULL,0,10,1680,81.7982
3412,Co,5,La,5.116076361,Incipient to wetness impregnation,750,2,800,3,100,Al2O3(Gamma),1,0,0,800,50,50,NULL,0,10,1740,81.5789
3413,Co,5,La,5.116076361,Incipient to wetness impregnation,750,2,800,3,100,Al2O3(Gamma),1,0,0,800,50,50,NULL,0,10,1800,82.4561
3414,Co,7,La,5.116076361,Incipient to wetness impregnation,750,2,800,3,100,Al2O3(Gamma),1,0,0,800,50,50,NULL,0,10,60,54.6053
3415,Co,7,La,5.116076361,Incipient to wetness impregnation,750,2,800,3,100,Al2O3(Gamma),1,0,0,800,50,50,NULL,0,10,120,49.3421
3416,Co,7,La,5.116076361,Incipient to wetness impregnation,750,2,800,3,100,Al2O3(Gamma),1,0,0,800,50,50,NULL,0,10,180,47.807
3417,Co,7,La,5.116076361,Incipient to wetness impregnation,750,2,800,3,100,Al2O3(Gamma),1,0,0,800,50,50,NULL,0,10,240,47.807
3418,Co,7,La,5.116076361,Incipient to wetness impregnation,750,2,800,3,100,Al2O3(Gamma),1,0,0,800,50,50,NULL,0,10,300,51.0965
3419,Co,7,La,5.116076361,Incipient to wetness impregnation,750,2,800,3,100,Al2O3(Gamma),1,0,0,800,50,50,NULL,0,10,360,55.9211
3420,Co,7,La,5.116076361,Incipient to wetness impregnation,750,2,800,3,100,Al2O3(Gamma),1,0,0,800,50,50,NULL,0,10,420,59.2105
3421,Co,7,La,5.116076361,Incipient to wetness impregnation,750,2,800,3,100,Al2O3(Gamma),1,0,0,800,50,50,NULL,0,10,480,60.0877
3422,Co,7,La,5.116076361,Incipient to wetness impregnation,750,2,800,3,100,Al2O3(Gamma),1,0,0,800,50,50,NULL,0,10,540,61.4035
3423,Co,7,La,5.116076361,Incipient to wetness impregnation,750,2,800,3,100,Al2O3(Gamma),1,0,0,800,50,50,NULL,0,10,600,62.9386
3424,Co,7,La,5.116076361,Incipient to wetness impregnation,750,2,800,3,100,Al2O3(Gamma),1,0,0,800,50,50,NULL,0,10,660,64.9123
3425,Co,7,La,5.116076361,Incipient to wetness impregnation,750,2,800,3,100,Al2O3(Gamma),1,0,0,800,50,50,NULL,0,10,720,65.7895
3426,Co,7,La,5.116076361,Incipient to wetness impregnation,750,2,800,3,100,Al2O3(Gamma),1,0,0,800,50,50,NULL,0,10,780,66.6667
3427,Co,7,La,5.116076361,Incipient to wetness impregnation,750,2,800,3,100,Al2O3(Gamma),1,0,0,800,50,50,NULL,0,10,840,66.886
3428,Co,7,La,5.116076361,Incipient to wetness impregnation,750,2,800,3,100,Al2O3(Gamma),1,0,0,800,50,50,NULL,0,10,900,67.1053
3429,Co,7,La,5.116076361,Incipient to wetness impregnation,750,2,800,3,100,Al2O3(Gamma),1,0,0,800,50,50,NULL,0,10,960,66.886
3430,Co,7,La,5.116076361,Incipient to wetness impregnation,750,2,800,3,100,Al2O3(Gamma),1,0,0,800,50,50,NULL,0,10,1020,66.886
3431,Co,7,La,5.116076361,Incipient to wetness impregnation,750,2,800,3,100,Al2O3(Gamma),1,0,0,800,50,50,NULL,0,10,1080,67.1053
3432,Co,7,La,5.116076361,Incipient to wetness impregnation,750,2,800,3,100,Al2O3(Gamma),1,0,0,800,50,50,NULL,0,10,1140,67.3246
3433,Co,7,La,5.116076361,Incipient to wetness impregnation,750,2,800,3,100,Al2O3(Gamma),1,0,0,800,50,50,NULL,0,10,1200,67.3246
3434,Co,7,La,5.116076361,Incipient to wetness impregnation,750,2,800,3,100,Al2O3(Gamma),1,0,0,800,50,50,NULL,0,10,1260,67.5439
3435,Co,7,La,5.116076361,Incipient to wetness impregnation,750,2,800,3,100,Al2O3(Gamma),1,0,0,800,50,50,NULL,0,10,1320,67.3246
3436,Co,7,La,5.116076361,Incipient to wetness impregnation,750,2,800,3,100,Al2O3(Gamma),1,0,0,800,50,50,NULL,0,10,1380,67.3246
3437,Co,7,La,5.116076361,Incipient to wetness impregnation,750,2,800,3,100,Al2O3(Gamma),1,0,0,800,50,50,NULL,0,10,1440,67.7632
3438,Co,7,La,5.116076361,Incipient to wetness impregnation,750,2,800,3,100,Al2O3(Gamma),1,0,0,800,50,50,NULL,0,10,1500,66.4474
3439,Co,7,La,5.116076361,Incipient to wetness impregnation,750,2,800,3,100,Al2O3(Gamma),1,0,0,800,50,50,NULL,0,10,1560,65.7895
3440,Co,7,La,5.116076361,Incipient to wetness impregnation,750,2,800,3,100,Al2O3(Gamma),1,0,0,800,50,50,NULL,0,10,1620,66.6667
3441,Co,7,La,5.116076361,Incipient to wetness impregnation,750,2,800,3,100,Al2O3(Gamma),1,0,0,800,50,50,NULL,0,10,1680,66.0088
3442,Co,7,La,5.116076361,Incipient to wetness impregnation,750,2,800,3,100,Al2O3(Gamma),1,0,0,800,50,50,NULL,0,10,1740,66.6667
3443,Co,7,La,5.116076361,Incipient to wetness impregnation,750,2,800,3,100,Al2O3(Gamma),1,0,0,800,50,50,NULL,0,10,1800,67.5439
3444,Co,10,La,5.116076361,Incipient to wetness impregnation,750,2,800,3,100,Al2O3(Gamma),1,0,0,800,50,50,NULL,0,10,60,19.0789
3445,Co,10,La,5.116076361,Incipient to wetness impregnation,750,2,800,3,100,Al2O3(Gamma),1,0,0,800,50,50,NULL,0,10,120,19.0789
3446,Co,10,La,5.116076361,Incipient to wetness impregnation,750,2,800,3,100,Al2O3(Gamma),1,0,0,800,50,50,NULL,0,10,180,17.7632
3447,Co,10,La,5.116076361,Incipient to wetness impregnation,750,2,800,3,100,Al2O3(Gamma),1,0,0,800,50,50,NULL,0,10,240,17.7632
3448,Co,10,La,5.116076361,Incipient to wetness impregnation,750,2,800,3,100,Al2O3(Gamma),1,0,0,800,50,50,NULL,0,10,300,17.7632
3449,Co,10,La,5.116076361,Incipient to wetness impregnation,750,2,800,3,100,Al2O3(Gamma),1,0,0,800,50,50,NULL,0,10,360,17.5439
3450,Co,10,La,5.116076361,Incipient to wetness impregnation,750,2,800,3,100,Al2O3(Gamma),1,0,0,800,50,50,NULL,0,10,420,16.6667
3451,Co,10,La,5.116076361,Incipient to wetness impregnation,750,2,800,3,100,Al2O3(Gamma),1,0,0,800,50,50,NULL,0,10,480,16.4474
3452,Co,10,La,5.116076361,Incipient to wetness impregnation,750,2,800,3,100,Al2O3(Gamma),1,0,0,800,50,50,NULL,0,10,540,17.1053
3453,Co,10,La,5.116076361,Incipient to wetness impregnation,750,2,800,3,100,Al2O3(Gamma),1,0,0,800,50,50,NULL,0,10,600,17.1053
3454,Co,10,La,5.116076361,Incipient to wetness impregnation,750,2,800,3,100,Al2O3(Gamma),1,0,0,800,50,50,NULL,0,10,660,18.2018
3455,Co,10,La,5.116076361,Incipient to wetness impregnation,750,2,800,3,100,Al2O3(Gamma),1,0,0,800,50,50,NULL,0,10,720,18.2018
3456,Co,10,La,5.116076361,Incipient to wetness impregnation,750,2,800,3,100,Al2O3(Gamma),1,0,0,800,50,50,NULL,0,10,780,17.7632
3457,Co,10,La,5.116076361,Incipient to wetness impregnation,750,2,800,3,100,Al2O3(Gamma),1,0,0,800,50,50,NULL,0,10,840,18.2018
3458,Co,10,La,5.116076361,Incipient to wetness impregnation,750,2,800,3,100,Al2O3(Gamma),1,0,0,800,50,50,NULL,0,10,900,17.1053
3459,Co,10,La,5.116076361,Incipient to wetness impregnation,750,2,800,3,100,Al2O3(Gamma),1,0,0,800,50,50,NULL,0,10,960,16.0088
3460,Co,10,La,5.116076361,Incipient to wetness impregnation,750,2,800,3,100,Al2O3(Gamma),1,0,0,800,50,50,NULL,0,10,1020,19.0789
3461,Co,10,La,5.116076361,Incipient to wetness impregnation,750,2,800,3,100,Al2O3(Gamma),1,0,0,800,50,50,NULL,0,10,1080,18.4211
3462,Co,10,La,5.116076361,Incipient to wetness impregnation,750,2,800,3,100,Al2O3(Gamma),1,0,0,800,50,50,NULL,0,10,1140,17.5439
3463,Co,10,La,5.116076361,Incipient to wetness impregnation,750,2,800,3,100,Al2O3(Gamma),1,0,0,800,50,50,NULL,0,10,1200,18.4211
3464,La,7,Ni,6,Incipient to wetness impregnation,300,0.5,500,1,5,SBA-15,1,0,0,600,20,20,reac N2 %vol,60,3,60,31.1811
3465,La,7,Ni,6,Incipient to wetness impregnation,300,0.5,500,1,5,SBA-15,1,0,0,650,20,20,reac N2 %vol,60,3,60,53.596
3466,La,7,Ni,6,Incipient to wetness impregnation,300,0.5,500,1,5,SBA-15,1,0,0,700,20,20,reac N2 %vol,60,3,60,66.5618
3467,La,7,Ni,6,Incipient to wetness impregnation,300,0.5,500,1,5,SBA-15,1,0,0,750,20,20,reac N2 %vol,60,3,60,73.3862
3468,La,3,Ni,6,Incipient to wetness impregnation,300,0.5,500,1,5,SBA-15,1,0,0,600,20,20,reac N2 %vol,60,3,60,28.8189
3469,La,3,Ni,6,Incipient to wetness impregnation,300,0.5,500,1,5,SBA-15,1,0,0,650,20,20,reac N2 %vol,60,3,60,46.9815
3470,La,3,Ni,6,Incipient to wetness impregnation,300,0.5,500,1,5,SBA-15,1,0,0,700,20,20,reac N2 %vol,60,3,60,59.9476
3471,La,3,Ni,6,Incipient to wetness impregnation,300,0.5,500,1,5,SBA-15,1,0,0,750,20,20,reac N2 %vol,60,3,60,67.2437
3472,Ni,6,0,0,Incipient to wetness impregnation,300,0.5,500,1,5,SBA-15,1,0,0,600,20,20,reac N2 %vol,60,3,60,26.6142
3473,Ni,6,0,0,Incipient to wetness impregnation,300,0.5,500,1,5,SBA-15,1,0,0,650,20,20,reac N2 %vol,60,3,60,38.0055
3474,Ni,6,0,0,Incipient to wetness impregnation,300,0.5,500,1,5,SBA-15,1,0,0,700,20,20,reac N2 %vol,60,3,60,55.0657
3475,Ni,6,0,0,Incipient to wetness impregnation,300,0.5,500,1,5,SBA-15,1,0,0,750,20,20,reac N2 %vol,60,3,60,63.1496
3476,La,7,Ni,6,Incipient to wetness impregnation,300,0.5,500,1,5,SBA-15,1,0,0,750,20,20,reac N2 %vol,60,3,80,73.1397
3477,La,7,Ni,6,Incipient to wetness impregnation,300,0.5,500,1,5,SBA-15,1,0,0,750,20,20,reac N2 %vol,60,3,140,74.3013
3478,La,7,Ni,6,Incipient to wetness impregnation,300,0.5,500,1,5,SBA-15,1,0,0,750,20,20,reac N2 %vol,60,3,230,72.9946
3479,La,7,Ni,6,Incipient to wetness impregnation,300,0.5,500,1,5,SBA-15,1,0,0,750,20,20,reac N2 %vol,60,3,340,73.1397
3480,La,7,Ni,6,Incipient to wetness impregnation,300,0.5,500,1,5,SBA-15,1,0,0,750,20,20,reac N2 %vol,60,3,420,74.1561
3481,La,7,Ni,6,Incipient to wetness impregnation,300,0.5,500,1,5,SBA-15,1,0,0,750,20,20,reac N2 %vol,60,3,500,74.1561
3482,La,7,Ni,6,Incipient to wetness impregnation,300,0.5,500,1,5,SBA-15,1,0,0,750,20,20,reac N2 %vol,60,3,630,74.3013
3483,La,7,Ni,6,Incipient to wetness impregnation,300,0.5,500,1,5,SBA-15,1,0,0,750,20,20,reac N2 %vol,60,3,720,74.1561
3484,La,7,Ni,6,Incipient to wetness impregnation,300,0.5,500,1,5,SBA-15,1,0,0,750,20,20,reac N2 %vol,60,3,810,74.3013
